                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1543,                  2.266,                 1.5449,                0.61904,                0.65232,                0.65443,                0.43262,                 1.1591,                 1.5595,                 1.5146,               0.067037,             0.00033296,             0.00033296
                      2,                 1.0936,                 1.6259,                 1.4829,                0.71297,                0.69317,                0.76366,                0.51443,                 1.1443,                 1.2714,                 1.4971,               0.033971,             0.00060033,             0.00060033
                      3,                 1.0792,                 1.4448,                 1.4705,                0.72834,                0.71997,                0.78518,                0.53841,                 1.1043,                 1.1726,                 1.4628,              0.0008389,              0.0008017,              0.0008017
                      4,                 1.0397,                  1.262,                 1.4354,                0.78611,                0.71563,                0.80994,                0.55839,                  1.124,                 1.1202,                 1.4907,               0.000703,               0.000703,               0.000703
                      5,                 1.0297,                 1.1999,                 1.4217,                0.75469,                0.75468,                0.80195,                0.55529,                 1.1262,                 1.0745,                 1.4823,               0.000703,               0.000703,               0.000703
                      6,                0.99523,                  1.116,                  1.394,                0.81492,                0.77885,                0.84455,                0.58062,                 1.0708,                0.97473,                 1.4246,               0.000604,               0.000604,               0.000604
                      7,                0.97652,                 1.0167,                 1.3805,                0.76319,                0.77556,                0.82543,                0.58304,                 1.0443,                0.97371,                 1.4099,               0.000505,               0.000505,               0.000505
                      8,                0.94492,                0.93182,                 1.3494,                0.81754,                0.79467,                0.85875,                0.61087,                 1.0437,                0.88288,                 1.3841,               0.000406,               0.000406,               0.000406
                      9,                0.89751,                0.85876,                 1.3156,                0.79697,                0.82513,                0.86225,                0.62654,                  1.017,                0.84429,                 1.3834,               0.000307,               0.000307,               0.000307
                     10,                0.87446,                 0.7867,                 1.2912,                0.81671,                0.82784,                0.85964,                0.61901,                 1.0035,                 0.8291,                 1.3676,               0.000208,               0.000208,               0.000208
