                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3771,                 2.6995,                 1.7103,                 0.6742,                0.16274,                0.12061,                0.06723,                 1.8163,                 3.5703,                 2.1833,               0.070134,              0.0033185,              0.0033185
                      2,                 1.4558,                 2.2269,                 1.7763,                0.47007,                0.40138,                0.33069,                0.18602,                 1.5702,                 2.2018,                 1.9368,               0.039475,              0.0059933,              0.0059933
                      3,                 1.3948,                 2.0529,                 1.7267,                0.56026,                0.47588,                0.46351,                0.27802,                 1.4562,                 2.0678,                 1.8304,              0.0081569,              0.0080081,              0.0080081
                      4,                  1.356,                 1.8957,                 1.6761,                0.42819,                0.53179,                0.51931,                0.33441,                 1.3365,                 1.6735,                 1.6747,                0.00703,                0.00703,                0.00703
                      5,                 1.3182,                 1.7586,                 1.6391,                0.44426,                0.56933,                0.54978,                0.34877,                 1.3196,                 1.6474,                 1.6742,                0.00703,                0.00703,                0.00703
                      6,                 1.2569,                 1.6001,                 1.5819,                 0.5734,                0.56706,                0.59081,                0.39432,                  1.278,                  1.509,                 1.6216,                0.00604,                0.00604,                0.00604
                      7,                 1.2028,                 1.5068,                 1.5523,                0.61237,                0.55776,                0.59708,                0.39925,                 1.2343,                 1.5681,                 1.5801,                0.00505,                0.00505,                0.00505
                      8,                 1.1636,                 1.3907,                 1.5076,                 0.6531,                0.69112,                0.71639,                0.48145,                 1.1886,                 1.2878,                 1.5229,                0.00406,                0.00406,                0.00406
                      9,                 1.1223,                 1.2818,                 1.4673,                0.73461,                0.66615,                0.74076,                0.51112,                 1.1578,                 1.1496,                 1.4892,                0.00307,                0.00307,                0.00307
                     10,                 1.0733,                 1.1901,                 1.4316,                0.72723,                0.70496,                0.76973,                0.53593,                 1.1408,                 1.0982,                 1.4735,                0.00208,                0.00208,                0.00208
