                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0815,                 1.8294,                 1.4776,                0.66198,                0.64291,                0.69837,                0.48057,                 1.1145,                 1.4356,                 1.5237,               0.067147,             0.00033185,             0.00033185
                      2,                 1.0747,                 1.3246,                 1.4608,                0.58206,                0.69165,                0.68889,                0.46927,                 1.1391,                 1.4947,                 1.4938,               0.034081,             0.00059933,             0.00059933
                      3,                 1.0633,                 1.2684,                 1.4432,                0.66499,                0.60921,                0.67592,                0.46247,                 1.1192,                 1.5535,                 1.4911,             0.00094962,             0.00080081,             0.00080081
                      4,                 1.0414,                 1.1317,                 1.4206,                0.71535,                0.76666,                0.80315,                0.55945,                 1.1186,                 1.0533,                 1.4657,               0.000703,               0.000703,               0.000703
                      5,                 1.0178,                 1.0739,                 1.3951,                0.75814,                0.75961,                0.81514,                0.58355,                 1.0593,                 1.0074,                  1.437,               0.000703,               0.000703,               0.000703
                      6,                0.98552,                0.97319,                 1.3742,                0.81578,                0.78533,                0.84679,                0.60635,                 1.0402,                0.90615,                 1.4189,               0.000604,               0.000604,               0.000604
                      7,                0.95405,                0.86684,                 1.3611,                0.83063,                0.76351,                0.84482,                0.61535,                 1.0335,                0.88634,                 1.4157,               0.000505,               0.000505,               0.000505
                      8,                0.91759,                0.79385,                 1.3238,                0.83305,                0.79979,                0.85875,                0.61945,                  1.051,                0.85619,                 1.3901,               0.000406,               0.000406,               0.000406
                      9,                0.87779,                0.71198,                  1.287,                0.88907,                0.81778,                0.89343,                0.66218,                 1.0049,                0.71038,                 1.3771,               0.000307,               0.000307,               0.000307
                     10,                0.83858,                0.64584,                 1.2547,                0.86802,                0.84658,                0.90637,                0.68719,                0.96654,                0.67574,                 1.3317,               0.000208,               0.000208,               0.000208
