                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                   1.11,                 1.9416,                 1.5105,                0.59231,                0.68323,                0.71212,                0.48393,                 1.1202,                 1.4753,                 1.5314,               0.067074,             0.00033259,             0.00033259
                      2,                 1.0934,                 1.4723,                 1.4913,                0.70039,                0.67157,                0.71796,                0.48234,                 1.1517,                 1.3494,                 1.5239,               0.034008,                 0.0006,                 0.0006
                      3,                 1.0728,                 1.3481,                 1.4588,                 0.7358,                0.68877,                0.77753,                0.53122,                 1.1307,                 1.2465,                 1.5355,             0.00087581,              0.0008014,              0.0008014
                      4,                  1.052,                 1.2283,                 1.4467,                0.69599,                0.78424,                0.81295,                0.55533,                 1.1146,                 1.0672,                 1.4689,               0.000703,               0.000703,               0.000703
                      5,                 1.0342,                 1.1408,                 1.4368,                0.79297,                 0.7644,                0.82486,                0.58853,                 1.0702,                0.98393,                 1.4598,               0.000703,               0.000703,               0.000703
                      6,                 1.0009,                 1.0501,                 1.3989,                0.77475,                0.81263,                0.85101,                0.60323,                 1.0492,                0.88278,                 1.4436,               0.000604,               0.000604,               0.000604
                      7,                 0.9667,                0.92958,                 1.3754,                0.85357,                0.77086,                 0.8612,                0.62407,                 1.0521,                0.85415,                 1.4217,               0.000505,               0.000505,               0.000505
                      8,                0.93089,                0.85381,                 1.3429,                0.86858,                0.79371,                0.86822,                 0.6223,                 1.0243,                0.83543,                 1.3897,               0.000406,               0.000406,               0.000406
                      9,                0.89172,                0.77879,                 1.3127,                0.87185,                0.82825,                0.90156,                0.65604,                0.99594,                0.74008,                 1.3661,               0.000307,               0.000307,               0.000307
                     10,                0.85424,                0.71114,                 1.2847,                0.81815,                0.85556,                0.89363,                0.66847,                 1.0012,                0.73124,                 1.3812,               0.000208,               0.000208,               0.000208
